Title,cluster,action_cluster,sentiment_score
설명서 잘읽어보고 닦고 조립좀해놔달라고 했어요 아기 재우고 주방가서 보니 죄다 거꾸로 껴놓고 세제넣는칸이 원래 앞쪽가운데인데 오른쪽에 끼워져있고 설명서에 사진과,0,1,1.5
푸조 차주입니다 한글 사용설명서 분실하여 구해 봅니다 한글설명서 형태로 구합니다 푸조 년식 입니다,0,1,0.0
확인설명서에 최우선변제 적는 란에 소액임차인범위 금액을 초과하는 매물일시에는 어떤 적어야할까요 수도권이라 소액임차인범위가 만원 이하인데,0,1,0.0
스타피너무기설명서 가격 거래방법 택배거래 거래 희망 지역 판매자정보 중고나라 상품 상세 상태 양호하고 변신 돼요 무기 설명서 모두,0,1,0.5
다름이 아니고 이번 지오글라이더 어드벤스드팩 설명서 보고 정말 공부가 많이 됐는데요 카페에도 필요하신분들이 계실거 같아 공유해도 되는지 여쭙습니다 마침 저도,0,1,-2.0
첨부파일 블랙베리 설명서 파일 다운로드 첨부파일 블랙베리 클래식 사용자 설명서 파일 다운로드 블랙베리 클래식 공식 사용자,0,1,0.0
중고로 디젤 구매했는데요 사용설명서가 없네요 계기판에 뜨는 이상한 문양들 뭐가뭔지 알수가 없네요 혹시 설명서 구할수 있는 방법이 없을까요 부탁드립니다,0,1,-1.0
제가 혼자 하고 협회분들에게 문의 드려봐도 주거용오피스텔을 비주거용으로 확인설명서 작성하라고하셔서 여기다가 물어보게되었습니다 주거용오피스텔로,0,1,0.0
계약서와 확인설명서를 무조건 실물 원본으로 전달해줘야 되는걸까요 스캔본으로 문자나 이메일로 거래당사자에게 전달해도 무방한지 궁금합니다 매매 아니고 소액 월세라,0,1,-2.0
상품 정보 상품명 또봇 애볼루션 미니 설명서 가격 거래방법 택배거래 거래 희망 지역 판매자정보 중고나라 상품 상세 또봇 미니,0,1,1.0
임대인측이 준비한 계약서에 회사에서 만나 바로 작성하는 상황이어서 공제증서 확인설명서는 준비하지 못했구요 건은 아닙니다,0,1,-1.0
한글설명서포함 가격 거래방법 직거래 택배거래 거래 희망 지역 장항동 한글 설명서 있어서 쉽게 게임 가능합니다 일산킨텍스쪽 직거래 우선이구요 택배도,0,1,1.5
계약서의 면적 대지권비율로 계산된 대지지분과 확인설명서의 지분이 다르다는 문구가 뜨는데요 뭐가 잘못된걸까요 예를 적용하면 대지지분이 분에,0,1,-0.25
상품 정보 상품명 삼성 피쳐폰년박스설명서작 가격 거래방법 택배거래 거래 희망 지역 판매자정보 대만여행 상품 상세,0,1,1.0
설명서가 마땅히 없네요 간단한 구조라 건프라 만져본 사람이라면 얼추 알아서 껴맞춰 있긴 한데 무기 웨폰 구성은 어찌 조립 해야 할지 모르겠습니다,0,1,-1.0
사용법 공부해 두기로 마음 먹었습니다 사용설명서 입니다,0,1,0.0
사용설명서 가격 거래방법 직거래 택배거래 거래 희망 지역 군포동 판매자정보 구디구스유로몰 상품 상세 진공관라디오 사용설명서,0,1,1.0
인수하러가서 설명서나 기본 부속품들을 하나도 받지 못했습니다 자전거도 거의 년만이 타는데 입문이라 샥이나 스램 드레일러 설명서를 보면서 배우고,0,1,0.6666666666666666
설명서 가격 거래방법 직거래 택배거래 거래 희망 지역 군포동 판매자정보 구디구스유로몰 상품 상세 사용설명서 원본 독일어,0,1,1.0
사용설명서 가격 거래방법 직거래 택배거래 거래 희망 지역 군포동 판매자정보 구디구스유로몰 상품 상세 독일 라디오 사용설명서 책자,0,1,1.0
혹시 차에 설명서 있나요 이번에 받았는데 설명서 같은게 안보이길래 여쭤봅니당,0,1,1.0
패턴이 없이 설명서만 보냈습니다 헥사곤 크기는 한변이 에요 그려서 만드시고 혹시 다른 패턴이나 크기 모두 자유롭게 하셔도 좋습니다 저는 내맘대로 자유롭게,0,1,2.0
근데 사용설명서가 없네요 다운로드 받아서 보기에 불편해서 혹시 안보시는 사용설명서 책자가 있으시면 나눔 부탁드려요 오산이라서 근교이면 직접가지러 갈께요,0,1,-0.6666666666666666
가로등차단기두리계전 설명서입니다 세부사항 첨부화일 참조하세요 첨부파일 가로등차단기두리계전 파일 다운로드,0,1,0.0
다비오 카니발 전용 순정내비연동 장착할 있는 설명서 있으신분 부탁드려봅니다 제품구입후 장착비가 무려 만원이나 드네요 똥손이 아니라 설명서,0,1,0.0
년식 프리미엄 출고시 하이패스 단말기 설명서 가지고 계신분 요즘 간헐적 인식오류로 한번 뜯어봣어요 몇일전에 설명서같은거 버렷는데 인터넷에 아무리 찾아봐도 없군요,0,1,-1.5
월패드현대통신 설명서입니다 참고하세요 첨부파일 월패드 현대통신향 매뉴얼 파일 다운로드,0,1,0.0
참에 설명서를 읽던 이런 문구가 있어서 순간 멈칫했습니다 동물실험 결과 카더라도 아니고 설명서에 적혀있으니 혹시 주치의께서 바르라고 해주신 있을까요,0,1,0.0
상품 정보 상품명 한권으로 끝장내자 경리회계 인사노무 경영지원 실무설명서 가격 거래방법 직거래 택배거래 거래 희망 지역 노량진제동,0,1,1.0
취급설명서가 없길래 급한데로 파일 다운 받아서 보는데 불편하더라구요 그래서 복사하시는 사장님께 재본하려고 하는데 표지사진을 순정 취급설명서처럼 할려니,0,1,-0.75
상품 정보 상품명 차량설명서 팝니다 가격 거래방법 직거래 택배거래 거래 희망 지역 북부동 판매자정보 상품 상세,0,1,1.0
상품 정보 상품명 더넥스트 스파크 차량설명서 팝니다 가격 거래방법 직거래 택배거래 거래 희망 지역 북부동 판매자정보 상품 상세,0,1,1.0
이번 페리모델 사용자 설명서 가이드북 같은거 차사면 주자나요 그거 혹시 파일로 된거 구할 있을까요 아니면 책을 따로 미리 구할 있나요 차량 출고전에,0,1,-2.0
캐스퍼 일렉트릭 홈페이지에서 취급설명서 있네요 출고 기다리면서 보면 좋을 합니다,0,1,2.0
확인설명서 저장하려니 해당에러가 뜨네요 스트레스받아요,0,1,-0.5
청약서에는 서명을 상태인데 상품설명서에는 아무것도 서명을 하지 않았는데 미서명한 상품설명서를 민원해지 증거로 사용할수 있을까요,0,1,-2.0
세대는 페리 모델아닌가요 아님 다들 이렇게 써있으신건가요 차량 디자인은 신형 같습니다 원래 이런건가요 아님 설명서가 잘못들어 있는건가요,0,1,-1.0
다들 조립하실때 설명서를 모니터에 띄우고 하시나요 아니면 동봉되어이 있는 종이 설명서 보고 하시나요 보통 컴퓨터 책상에서 작업해서용,0,1,-2.0
취급설명서 없는 경우가 많더라구요 저도 중고차량이다보니 없어서 급한데로 파일 받아서 보긴했는데 먼가 아쉬운느낌이 들길래 카페 검색해보니 중고로 취급,0,1,-0.16666666666666666
상품 정보 상품명 금융경제학 사용설명서 가격 거래방법 택배거래 거래 희망 지역 판매자정보 로르텔 상품 상세 필기없이 깨끗합니다,0,1,1.5
안녕하세요 다음주 차량출고 기다리다가 의문이 생겨서여 항상 책자로만 사용설명서 받은거같은데 같은게 있을까요 아직도 책자만 있을까요,0,1,1.0
알고 타야 보다 안전하고 편하게 차량 운용할수 있을텐데 사용자 설명서가 국어 차량 주행중 계기판에 뜨는 각종 메세지 경고등에 관한 설명도 사용자 설명서에 설명되어,0,1,1.5
건축물 대장상 근린인데 실제 원룸으로 사용되고 있는 경우 계약서는 실제사용 용도 확인설명서는 대장상 용도로 쓴다는 것까진 알았는데요 대장상 위반건축물로 나오지,0,1,0.0
아이가 시계설명서를 작동법을 모르겠다고 설명서를 보내달라 하는 찾을 수가 없네요 혹시 카시오 모델 설명서 가지고 계신 계시면 설명서 올려주시면,0,1,-1.0
일날 올인원 터치 오븐 설치시 기사님이 사용설명서 안가지고 오셔서 일주일동안 오븐 작동하면서 좌충우돌 했었어요 사용설명서가 없으니 너무나 답답했는데 이제야,0,1,-1.0
바닥장판이 전전임차인이 매트를깔고써서 누렇게변색되어 현임차인이 매트를 깔아쓰고있는데 드러내보진못했는데 많이누렇다는데 확인설명서에 보통에,0,1,0.0
미주리를 도색중인데 설명서의 색상이 이상합니다 사진의 색상을 칠하려고 설명서의 색상표를 봅니다 군제 도료를 쓰는지라 색상을,0,1,-1.0
품번을 있을까요 품번을 알면 공홈에서 설명서를 다운받을 있을거 같아요,0,1,1.0
최근 브리옥스 구매했는데 설명서 안내만 받았는대 혹시 책자나 자세한 설명서 받으신분 계실까요 다이얼로 살껄하는 마음이 스물스물 올라오네요,0,1,1.0
층당 개의 호가 있고요 확인설명서를 작성할때 주거용 비주거용은 건축물대장 확인 작성하는것으로 알고 있는데요 제게 혼란을 주는 것은 근린생활시설 비주거용,0,1,0.0
타로카드설명서및포토북 가격 거래방법 택배거래 거래 희망 지역 판매자정보 중고나라 상품 상세 업어가세요 타로카드설명서및포토북도드려요,0,1,1.0
이명난청 설명서 읽어보신분 계시면 독후감좀 주세요 저는 난청에도 이명에도 도움이 않되여서요 책을 읽다 보면 치료방법이 간단하게 몇가지 있고 중요한건 이비안한의원,0,1,1.0
혹시 설명서 가지고 계신분 있으시면 있으시면 올려주면 감사하겠습니다,0,1,2.0
중고로 끌고오다보니 설명서가 아예 없네요 핸드폰으로 보려니 잘안봐지네요 다른 핸드폰으로 찬찬히 설명서를 읽긴 하겠지만 급한 마음에 여쭤봅니다,0,1,0.0
어메지잉 엑시아 설명서 구합니다 연락처 삼둘하나영일 문자 주시거나 주세요,0,1,0.0
설명서 안내 책자 구하려면 사업소 가서 구매 해야 하는지요,0,1,0.0
있는데 설명서가 없어서 모르겠습니다 사진으로 인터넷을 찾아보니 스탠다드호리즌 해상용 무전기 이거인거 같던데 선배님들 혹시나 설명서가,0,1,-1.0
정발설명서 가격 거래방법 택배거래 거래 희망 지역 판매자정보 일산엔틱샵 상품 상세 디스크 기스 조금 전체적으로 양호합니다 두툼한 한글설명서,0,1,1.0
첨부파일 공동주택세대점검방법안내설명서 파일 다운로드 공동주택세대점검방법안내설명서,0,1,0.0
차가 나오기 전에 기아차 홈페이지에서 사용설명서를 스마트폰과 태블릿으로 다운 받아서 공부를 했습니다 인수 사용설명서를 보는 순간 왕실망 했습니다,0,1,-0.5
예전에 작성했던 뱀사용 설명서인데 현재 에코프로비엠은 땅굴존에 머물고 있으며 주가가 움직이지 못하는 이유는 여러가지 이유가 있지만 수급이 부재인 상황에서 아직도,0,1,0.0
상품 정보 상품명 루트론디지털 압력계본품 센서설명서 센서설명서 성능 무난합니다 중고나라 안전거래 또는 구제주 직거래,0,1,2.0
안녕하세요 아직 차량 출고 대기중입니다 혹시 차량 인수받을때 차량 설명서나 설명서 어플 담당자분께서 안내해주시나요 기능에 대하여 아는 지식이 일도 없어요,0,1,0.0
중고거래로 부분 조립품을 구했는데 설명서가 없어요 혹시 반다이 설명서 같은거 다운 받을데 있는지 고수님들 조언구합니다,0,1,0.0
안녕하세요 오쿠중탕기를 놓고 한번도 사용을 했습니다 비용을 절감할겸 해서 한약을 달여서 마실려고 하니 사용설명서가 없어졌네요 혹시 중탕기 사용설명서,0,1,-1.0
사용설명서랑 사용법 자세히 적어주면 좋겠다는 생각이 드네요 그런 없으니 그런 건지 가끔씩은 사용설명서가 있었으면 좋겠다는 생각입니다 이상 늙은이였습니다,0,1,1.0
설명서를 분실했습니다 혹시 데이터로 가지고 계시는분 있을까요,0,1,0.0
놓지를 못하겠네요 그래서 지금도 계속 이런 기능 사용 설명서 영상 같은거 보면서 뇌이징 시키고 있습니다 그나저나 다이내믹 앰비언트 라이트 예쁘네요,0,1,1.0
변경되는 확인설명서 언제부터 사용해야 하나요 한방 가입을 안해서 확인이 안되는데 혹시 한방에는 바뀐 확인설명서로 뜨나요,0,1,0.0
레고홈페이지에 있는 파일은 실제 설명서 대비 색상구분이 어렵더라구요 특히 피규어 얼굴 확인 실제 설명서 처럼 좋은 화질로 볼수있는 사이트 같은게 있을까요,0,1,0.0
한글 설명서 입니다 패키지 매뉴얼 책자에 있던 한국어 설명 부분을 제가 읽어보기 좋게 용지 사이즈로 편집 했습니다 한글 설명서를,0,1,2.0
설명 약품설명서의 번째 부분은 약물의 활성 물질과 성분들에 대해 알려 준다 약품설명서의 목적 부분에는 의약품의 제약 형식에 대한 정보가 수록되어 있다 또한,0,1,0.0
최근 디스커 중고 구매 했는데 설명서 구할 있는지요 차량에 설명서가 하나도 없어 써보며 배우려니 답답 합니다 센터 에서는 한대당 하나씩 이라 여분이 없다는데 책자,0,1,0.0
등기사항전부증명서 갑구의 주소와 주민등록의 현주소가 상이할때 확인설명서의 소유권에 관한사항란의 주소는 어떤걸 기입하나요 등기사항전부증명서에 기록된 주소,0,1,0.0
오늘 개정된 확인설명서 궁금한 점이 몇가지 있습니다 관리비 기재 부분에서 년간 평균 관리비를 적으라고 하는데 공용관리비를 말하는건가요 아니면 개인사용량을 합한,0,1,-2.0
플라잉팡 제품 설명서 파일은 게시물 하단 첨부파일 클릭하시면 다운로드 받으실 있습니다 플라잉씽 제품 설명서 파일은 아래 첨부파일 클릭하시면 다운로드,0,1,1.0
설명서 가격 거래방법 택배거래 거래 희망 지역 판매자정보 일산엔틱샵 상품 상세 실기스 제외하고 상태 좋습니다 디지팩 아웃박스디스크 한글설명서,0,1,1.5
설명서에는 우리 등장인물 친구들이 설명을 해주고 있으며 한쪽면만 컬러이며 반대쪽면은 흑백입니다 만족입니다 좋은 주말 되시길 바랍니다,0,1,1.6666666666666667
쉐비타운 멀티팩 사용설명서 요청드립니다 쉐비타운 멀티팩 시공시에 받은 설명서를 잃어버려서 설명서를 갖고 계신분 요청드립니다,0,1,0.0
기아자동차홈페이지에서 사용설명서 내려받았어요 컴퓨터나 모바일에 저장 두고 필요할때마다 검색할 있습니다 첨부파일 셀토스,0,1,1.0
첨부파일 파일 다운로드 일본어판 세가 새턴 설명서매뉴얼입니다 그냥 새턴 박스안에 들어있는 그겁니다 파일입니다,0,1,0.0
설명서만 지키면 김재윤은 마무리 잘할겁니다 크트가 작년에 괜히 상위권이었던게 아니죠 그런데도 오승환 아니면 마무리 없다는 말들은 이해 안가네요,0,1,-0.4
페리 자동차 사용설명서가 나와 공유해 드립니다 모두 즐거운 주말되세요 모두 힘내세여 첨부파일 쏘렌토 설명서 요약 파일,0,1,2.0
붐박스 설명서를 보고 그림체와 시기상 토리야마 아키라씨의 작업이 아닌가 하는 설명서 그림들이 때의 그림들이 아닌가 하는 논의가 있습니다,0,1,-2.0
그후 계약서 작성시 확인설명서에 도시가스라고 체크해 진행했구요 잔금입금후 확인설명서 신고도 넣었네요 소송얘기도하고요 계약서 특약사항에 도시가스전기증설등,0,1,0.0
언박싱 하면서 조립할때 사용설명서가 영문판이어서 대충 번역해서 음감은 입니다 즐거운 주말 되세요 마란츠 사용설명서 한글,0,1,2.0
간단한 물건을 하나 사도 사용설명서를 살펴보는 편인데 초보가 중고로 데려와서 아는게 너무 없네요 현대자동차 사이트에 사용설명서 다운로드가 있기는 하나,0,1,-1.0
누가 찾으시는듯해서 저도 예전에 오성제빵기 당근에서 캐와서 깔끔한 설명서스캔본 찾으려고 서치 많이 했었다는 설명서보다 옛모델인데 딱히 다른점이,0,1,0.0
첨부파일 블랙베리 설명서 파일 다운로드 첨부파일 블랙베리 클래식 사용자 설명서 파일 다운로드 블랙베리 클래식 공식 사용자,0,1,0.0
안녕하세요 혹시 얀마 사용설명서 정비지침서 구하는법좀 알수있을까요 아무리 인터넷에 뒤져봐도 없더라고요,0,1,-1.0
그곳에서 설명서 검색을 하면서 확인했는데 맙소사 뿔은 재질인데 페이스쪽은 이쁘게 알아가는 시간을 갖도록 해볼게요 선생님들도 항상 설명서 꼼꼼히 챙겨 보시길,0,1,1.5
캠핑카에 차량에 장착되어 있는 무시동 히터 에버스패커 사용설명서매뉴얼 첨부 한글 사용 설명서 입니다 한번씩 정독,0,1,1.0
과업설명서라는걸 해달라고 학교측에서 요청하시네요 과업지시서는 발주처에서 보내달라고하더라구요 혹시 과업설명서나 과업지시서 서식 갖고 계신분 계실까요,0,1,0.0
퇴거시키는 조건으로 매매 계약을 하게 되었습니다 잔금이 빠듯하여 계약을 이틀 뒤에 하기로 했는데 집에 하자 확인해야하는 부분 확인설명서 작성 어떤식으로 하시나요,0,1,0.0
설명서라고 그림만 있고 와이프가 핸드폰으로 판매자 사진올라온거보고 조립했습니다 무게가 엄청 나가요 키로 될려나 샹들리에 왜들 설명서를,0,1,0.0
시스넴 에어컨 사용 설명서 첨부파일 시스템에어콘 유선 리모콘 파일 다운로드,0,1,0.0
보관중인 회원분들 없으실까요 설명서를 분실해서 조립이안되네요 검색해봐도 찾을수가 없네요 사진으로 찍어서 올려주시면 대가 복받으실겁니다,0,1,0.0
처음 진행한 전자계약인데 각자 서명 마치고 나중에 보니 확인설명서에 건폐용적율을 기재 안했네요 실거래신고완료까지 진행 됐는데 해제 하고 다시 해야 할가요,0,1,0.0
안녕하세요 어탐기 삼영플로타 쓰시는분들 사용설명서 책자 있으시면 대여 좀부탁 드립니다 프로비스 모델인데 당체 조작 방법을 모르겠네요 설명서 가지고계시면,0,1,0.0
확인 조립설명서를 보다보니 뒤에선 정상적으로 되어있네요 별로 크게 신경쓰실 오류는 아닌듯 합니다 그리고 초기특전이라던 스커트가 아예 런너리스트에 있는거 보면,0,1,-1.0
설명서가 파일 형태이면 테블릿이나 핸폰에 넣어서 확대 해서 볼수 있을거 같은데 책자는 글씨가 작아서 보고 있노라니 눈이 가물가물해지고 피곤해지네요 사용설명서,0,1,-1.0
정발설명서 가격 거래방법 택배거래 거래 희망 지역 판매자정보 일산엔틱샵 상품 상세 디스크 기스 조금 전체적으로 양호합니다 두툼한 한글설명서,0,1,1.0
조립 하고 있으니 너무 평온해집니다 근데 설명서 시스템 너무 좋은데요 그림으로 떼어낼지 나타내주는 전에 만들었던 설명서 봤더니 있는것도 있고,0,1,1.0
뉴비틀 년식을 입양하려고보니 사용설명서가 없네요 혹시 사용치 않는 설명서 나눔이나 구입처를 알려주시면 감사하겠습니다,0,1,0.5
신차 구입하면 설명서를 정독하는편인데 그냥 이건 책이네요 쉽지않습니다 며칠 읽었는데 아직 정도 읽은 같네요 뭔가 당연히 아는 내용이 대부분이지만,0,1,0.0
레고벌크키로 설명서 가격 거래방법 직거래 택배거래 거래 희망 지역 묵제동 판매자정보 꽃다윰 상품 상세 레고벌크와 설명서 입니다 그냥편하게 가지고,0,1,0.16666666666666666
제품 설명서에 하루 최대 이런 거보다 넣거나 복용하라고 처방했을 설명서대로 하는데 그게 맞겠죠 다른 운정맘님들도 그런 있으신가요,0,1,0.0
이사하면서 설명서를 잃어버렸는데 딸내미가 조립해달라고 하네요 설명서 있으신분 하나만 찍어서 올려주세요,0,1,-1.0
구입시 알려준 드라이버스 가이드는 너무 사용설명이 국한적이고 사용자설명서 책자는 내용이 너무 방대해서 찾고자 하는 메뉴를 찾기가 힘든데 어떤 방식이 그나마 쉽고,0,1,0.0
오산이였네요 년만에 바꾼 차가 진짜 신기하고 새로운 기능들이 많다보니 모르는게 많네요 출근할때 설명서 챙겨서 왔는데 출장 시간이 떠서 정독 해봐야겠네요,0,1,1.6666666666666667
히어로즈한글설명서 가격 거래방법 택배거래 거래 희망 지역 판매자정보 일산엔틱샵 상품 상세 케이스 두툼한 한글설명서 깨끗하고 디스크 잔기스,0,1,1.5
건담 프라모델 파는 앞에서 엔짜리 가챠 돌렷는데 숙소와서 아이가 뜯어보니 설명이랑 뽑은상품이랑 달라서 조립을 할수가 없어요 프라모델 파는 들고가면 설명서,0,1,-1.0
그것은 사용설명서 언박싱하면 반드시 들어있는것 모르면 보고 따라하는 용도로 만든 것이기에 아무리 복잡한 기기라도 사용설명서를 읽고 따라만 하면 전부 터득가능하다,0,1,0.5
중개대상물 확인설명서를 보면 등기나 대장 등을 보고 채워야 하는 부분이 있는 반면 입지 조건 같은 중개사가 임의로 채우는 항목들도 있습니다 중개대상물 확인설명서에,0,1,1.0
눈이 아파서 컴터로 설명서 보면 눈이 아플거같아서 종이 설명서로 맞추다가 오류인 부분만 보려하는데 번만 오류 맞나여,0,1,-2.0
던전 드래곤의 조립 설명서 표지 챌린지에서 위의 작품이 선정되었다고 합니다 설명서 표지는 레고사의 손을 거쳐 약간 변경될 있다고,0,1,0.0
아직 안들어 왔어요 이럴경우 확인설명서에 교육시설은 거리상 가까운 예정되어 있는 학교를 적으면 되는건지 아님 현재 배정학교를 적어야 하는건지 궁금해요,0,1,-2.0
근데 한시간은 설명서에도 무슨 일이 일어나는건지 나와있지 않아서요 두시간 동안 만들고 시간이 주어지는 동안 그냥 꺼내도 되나요 아니면 그대로 나둬야,0,1,-2.0
힘들게 오늘 받았는데 설명서는 없이 애칭만 왔네요 기타부품은 다른 에칭설명서타이타닉버전를 참고하면 될거 같은데 난간은 도저히 안될거 같아서요 그래서,0,1,-0.5
첨부파일 수능특강 문학 사용설명서 파일 다운로드 저화질이지만 올려봅니다 갤탭이신 분들은 보단 삼성 노트로 열면 화질이 낫습니다,0,1,1.0
인천세관에서 물건이 못나오고 있습니다 왜이럴까요 용도는 화이트안료 입니다 이미 많은업체에서 수입했던제품인데 왜이럴까요 오늘로 일째 용도설명서를 주라네요,0,1,1.0
만약 제가 틀렸다면 표시 이미지를 다시 생각해봐야 거라 봅니다 이것 때문에 너무 충격 받아서 오늘은 설명서 여기서 그만 봐야겠네요,0,1,-0.3333333333333333
토요토미 제품 사용설명서를 구하고 싶은데요 어디서 다운 받을수 있을까요 한국이나 일본 홈페이지에서도 찾겠습니다 혹시 아시는 있으면 링크,0,1,1.0
사용설명서 가격 거래방법 택배거래 거래 희망 지역 판매자정보 상품 상세 마더텅은 사용설명서는 팝니다 마더텅은 프로정도 정말 조금,0,1,1.0
수능특강교재를 구매하려하는데 사용설명서도 구매하는게좋을까요 전과목을 전부구매하는게 좋겠죠 국어독서문학언매 수학확통수수 사문 한국사 생명과학,0,1,2.0
취급설명서 책으로 보려다 파일로 저장해서 갖고 다니면 필요할때 바로 확인이 가능할것 같아 찾아보니 년도에 올린것 밖에 없네요 혹시 또는 취급설명서,0,1,0.5
이점 참고하고자 설명서 책자를 구입하고 있사오니 여러 회원님들 가능하시면 연락주시기 바랍니다 안전 운행하시고 빗길 조심하시길,0,1,1.0
소방 세대점검 공고문 설명서입니다 필요하신분 참고하십시요 첨부파일 세대배부용소방시설 세대점검 안내설명서월 파일 다운로드,0,1,0.0
로만 써야하느건지 설명서를 분실해서 찾아보니 레고본사는 구매가 안되서 궁금해서 여쭤봅니다,0,1,0.0
올드레고 박스에 있는 얼터 빌드들 중에 괜찮은 디자인들이 있어서 조립해보고싶은 적이 많았는데 설명서는 없고 박스에 이미지만 있어서 아쉬운적이 많았습니다,0,1,0.6
지난 신차 수령하면서 취급설명서 책자를 받았고 홈페이지에서 취급설명서 화일을 다운 받아 보고 있는데 첨부 사진 처럼 인쇄 오류가 있는 곳이 더러 보입니다 책자는,0,1,0.0
아이오닉보다 넓은 같아요 대박입니다 설명서만 챙겨와서 정독 들어갑니다 안드로이드 오토는 클릭하니까 연결하라고 나오던데 설명서 한번 봐야겠네요,0,1,0.0
첨부파일 공동주택 세대점검 방법안내 설명서 파일 다운로드,0,1,0.0
첨부파일 공동주택 소방시설 세대점검 방법 설명서 파일 다운로드,0,1,0.0
첨부파일 허브구동기사용설명서구형 파일 다운로드,0,1,0.0
기아 모닝기아모닝정보신형기아모닝경차동호회모닝중고 년모닝신형모닝정보모닝동호회기아모닝 예전에 올렸는데 디즐 아는 내용이라,0,1,0.0
이번에 타미야 사서 조립 중인데 설명서에 궁금한 점이 있어서 도움을 받고자 글을 작성합니다 저기 설명서에 나와있는 타미야 순간 접착제는 네이버에서,0,1,-0.5
첨부파일 삼성에어컨 유선리모컨 사용설명서 파일 다운로드,0,1,0.0
북미형이라 모니터에 영어로만 나와서 불편하네요 한글로 차량설명서 구해서 공부좀 할려고 하는데 차량설명서 구할 있을까요,0,1,-2.0
설명서 어렵게 써놨네요 그런데 댓글로 어떤분께서 오토에어컨 처음부터 바람세기 약중강 설정 가능하다고 하셨는데 저는 어디에가서 조절하는지 모르겠네요,0,1,0.0
사용설명서좀 보세요요즘은 차가 어지간한 전자기기보다 복잡합니다 선풍기를 사도 설명서를 보는데 차는 사용설명서를 안보시나요 몰라서 차량이,0,1,-1.0
첨부파일 싼타페 취급설명서 파일 다운로드 싼타페 취급설명서 파일 올려드립니다 해킹이나 이런 불법적인 파일 아니니깐 편하게 다운로드 받아 보시면,0,1,-0.25
이후 페리모델 사용설명서 구해보아요 혹시 파일로 가지고 계신분계신가용 늦었지만 정독한번 해볼려고 합니다 오늘 요기능을 처음 봤네요,0,1,-1.0
첨부파일 완강기사용설명서 파일 다운로드 이번에 소방시설등 종합점검 실시했는데 발코니에 있는 완강기 사용설명서가 몇장 떨어져서 지적을 받아 인터넷에서,0,1,0.0
상품 정보 상품명 이코 정발 한글설명서 가격 거래방법 택배거래 거래 희망 지역 판매자정보 일산엔틱샵 상품 상세 디스크 실기스 여럭곳,0,1,1.0
